CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1995453,17000164915,2017164915,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,5/11/2017 2:38,20XX BLOCK OF 2 AV,M,M1,8002.1,-122.342,47.61212,"(47.612118, -122.3424)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
1995450,17000164950,2017164950,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 2:36,27XX BLOCK OF 4 AV S,O,O2,9300.302,-122.329,47.57877,"(47.578766, -122.329056)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 1:58
1995456,17000164899,2017164899,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 2:36,29XX BLOCK OF 15 AV S,R,R1,10002.1,-122.313,47.57731,"(47.577312, -122.31336)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,5/11/2017 0:36
1995457,17000164898,2017164898,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/11/2017 2:36,32XX BLOCK OF SW AVALON WY,W,W2,9900.301,-122.374,47.56408,"(47.564075, -122.3742)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/11/2017 0:55
1995445,17000164659,2017164659,161,TRESPASS,TRESPASS,TRESPASS,5/11/2017 2:34,10XX BLOCK OF SPRING ST,E,E3,8300.1,-122.326,47.60982,"(47.60982, -122.32635)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/10/2017 19:53
1995439,17000164949,2017164949,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,5/11/2017 2:33,N 104 ST / LINDEN AV N,N,N3,1300.201,-122.347,47.70433,"(47.704334, -122.347374)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,
1995437,17000164969,2017164969,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/11/2017 2:32,3 AV / BELL ST,D,D1,8001.201,-122.345,47.6147,"(47.614704, -122.344795)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1995442,17000164923,2017164923,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/11/2017 2:30,52XX BLOCK OF UNIVERSITY WY NE,U,U1,4400.4,-122.313,47.66749,"(47.667492, -122.313034)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1995443,17000164869,2017164869,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,5/11/2017 2:22,100XX BLOCK OF MARY AV NW,N,N1,1600.101,-122.375,47.70337,"(47.703365, -122.37542)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,5/11/2017 0:02
1995440,17000164942,2017164942,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,5/11/2017 2:17,1 AV / BROAD ST,D,D1,8001.5,-122.353,47.61692,"(47.616917, -122.35251)",THEFT OF SERVICES,OTHER PROPERTY,THEFT,
1995438,17000164954,2017164954,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/11/2017 2:15,52XX BLOCK OF 17 AV NE,U,U1,4400.3,-122.31,47.66748,"(47.667477, -122.30963)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1995431,17000164937,2017164937,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,5/11/2017 2:08,12XX BLOCK OF HARBOR AV SW,W,W1,9600.5,-122.382,47.59131,"(47.591312, -122.38238)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,
1995434,17000164850,2017164850,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,5/11/2017 2:05,JAMES ST / 6 AV,K,K1,8500.101,-122.328,47.60416,"(47.60416, -122.32808)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,5/10/2017 23:26
1995435,17000164844,2017164844,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/11/2017 2:01,61XX BLOCK OF 4 AV S,O,O3,10900.21,-122.33,47.5467,"(47.546696, -122.32959)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/10/2017 23:25
1995432,17000164925,2017164925,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 1:57,32XX BLOCK OF NE 145 ST,L,L1,100.4,-122.293,47.73376,"(47.733757, -122.29312)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/11/2017 1:31
1995423,17000164920,2017164920,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 1:54,22XX BLOCK OF NE 92 ST,U,U1,2100.2,-122.305,47.69574,"(47.695744, -122.30477)",UNKNOWN - COMPLAINT OF UNKNOWN NATURE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1995424,17000164896,2017164896,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/11/2017 1:53,14XX BLOCK OF BROADWAY,E,E2,7500.402,-122.321,47.61352,"(47.613518, -122.32077)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/11/2017 0:33
1995422,17000164928,2017164928,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/11/2017 1:52,3XX BLOCK OF 2 AV S,K,K3,9200.203,-122.331,47.60046,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1995419,17000164940,2017164940,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/11/2017 1:52,1 AV / YESLER WY,K,K1,9200.201,-122.334,47.60172,"(47.601723, -122.33418)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1995421,17000164930,2017164930,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 1:48,16XX BLOCK OF 11 AV,E,E2,7500.501,-122.318,47.61584,"(47.615837, -122.31817)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1995425,17000164880,2017164880,64,SHOPLIFT,THEFT,SHOPLIFTING,5/11/2017 1:47,8XX BLOCK OF RAINIER AV S,G,G3,9400.2,-122.31,47.59422,"(47.594215, -122.31026)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,5/11/2017 1:06
1995420,17000164932,2017164932,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 1:37,14XX BLOCK OF BROADWAY,E,E2,8400.101,-122.321,47.61352,"(47.613518, -122.32077)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1995418,17000164592,2017164592,52,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,5/11/2017 1:32,95XX BLOCK OF 7 AV NW,J,J1,1702.401,-122.365,47.69877,"(47.698772, -122.36471)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,5/10/2017 21:08
1995415,17000164877,2017164877,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 1:31,85XX BLOCK OF EVANSTON AV N,J,J1,1701.1,-122.351,47.69113,"(47.69113, -122.35131)",BURG - IP/JO - RES (INCL UNOCC STRUCTURES),BURGLARY,RESIDENTIAL BURGLARIES,5/11/2017 0:06
1995417,17000164772,2017164772,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 1:27,RAINIER AV S / S REDWING ST,S,S3,11800.1,-122.257,47.51876,"(47.518757, -122.256546)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/10/2017 22:05
1995416,17000164834,2017164834,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,5/11/2017 1:25,BEACON AV S / S EDDY ST,S,S1,11002.3,-122.3,47.54533,"(47.545326, -122.30029)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,5/10/2017 23:12
1995413,17000164918,2017164918,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 1:19,RAINIER AV S / S HANFORD ST,R,R2,9500.402,-122.296,47.57497,"(47.574966, -122.29557)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1995412,17000164919,2017164919,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 1:15,2XX BLOCK OF 5 AV S,K,K3,9200.101,-122.328,47.60045,"(47.600452, -122.32766)","OPEN - BUILDING, DOOR, ETC.",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1995414,17000164803,2017164803,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,5/11/2017 1:11,38XX BLOCK OF 42 AV NE,U,U3,4100.501,-122.283,47.65725,"(47.657253, -122.28275)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,
1995402,17000164908,2017164908,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 1:01,15 AV W / GILMAN DR W,Q,Q1,5802.2,-122.376,47.64294,"(47.642944, -122.37617)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1995407,17000164788,2017164788,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,5/11/2017 1:00,1XX BLOCK OF YALE AV N,D,D3,7300.2,-122.33,47.6192,"(47.619198, -122.330414)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,5/11/2017 0:15
1995410,17000164664,2017164664,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,5/11/2017 0:58,8XX BLOCK OF ALASKAN WY,K,K1,8100.105,-122.337,47.60268,"(47.602676, -122.33744)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,5/10/2017 20:05
1995400,17000164911,2017164911,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/11/2017 0:56,ELLIS AV S / E MARGINAL WY S,O,O3,10900.1,-122.321,47.53865,"(47.53865, -122.32063)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,
1995404,17000164862,2017164862,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,5/11/2017 0:53,3XX BLOCK OF SUMMIT AV E,E,E1,7401.4,-122.325,47.62141,"(47.62141, -122.3253)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1995401,17000164910,2017164910,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/11/2017 0:52,3XX BLOCK OF 2 AV S,K,K3,9200.203,-122.331,47.60046,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1995411,17000164564,2017164564,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,5/11/2017 0:51,33XX BLOCK OF ALAMO PL S,R,R1,10002.4,-122.31,47.57357,"(47.57357, -122.30956)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,5/10/2017 20:55
1995406,17000164793,2017164793,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 0:51,4XX BLOCK OF BOYLSTON AV E,E,E1,7401.4,-122.323,47.62257,"(47.622566, -122.32307)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1995408,17000164717,2017164717,282,"SUSPICIOUS CIRCUMSTANCES - BUILDING (OPEN DOOR, ETC.)",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 0:50,43XX BLOCK OF 8 AV NE,U,U2,5200.501,-122.32,47.66039,"(47.660385, -122.31978)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/10/2017 23:42
1995403,17000164881,2017164881,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 0:48,24XX BLOCK OF NW 85 ST,J,J1,1500.102,-122.388,47.69058,"(47.690575, -122.38819)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1995397,17000164632,2017164632,192,MISDEMEANOR WARRANT SERVICE,WARRANT CALLS,ARREST,5/11/2017 0:42,47XX BLOCK OF RAVENNA AV NE,U,U1,4302.201,-122.303,47.66352,"(47.66352, -122.303154)",TRESPASS,TRESPASS,TRESPASS,5/10/2017 19:45
1995395,17000164816,2017164816,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 0:40,16XX BLOCK OF NE 50 ST,U,U1,4400.301,-122.31,47.66488,"(47.66488, -122.31024)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1995394,17000164849,2017164849,246,"NOISE DISTURBANCE, RESIDENTIAL",NOISE DISTURBANCE,DISTURBANCES,5/11/2017 0:37,47XX BLOCK OF 19 AV NE,U,U1,5301.1,-122.307,47.66396,"(47.663956, -122.307205)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,
1995386,17000164897,2017164897,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 0:37,4 AV / BELL ST,D,D1,7200.202,-122.344,47.61537,"(47.615368, -122.34394)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1995393,17000164851,2017164851,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,5/11/2017 0:33,39XX BLOCK OF S OTHELLO ST,S,S1,11001.2,-122.282,47.53705,"(47.537045, -122.28235)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1995389,17000164876,2017164876,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/11/2017 0:31,15 AV S / S BAYVIEW ST,R,R1,9400.304,-122.313,47.58101,"(47.581013, -122.31341)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1995396,17000164811,2017164811,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,5/11/2017 0:30,5XX BLOCK OF MADISON ST,K,K1,8200.103,-122.331,47.60679,"(47.606785, -122.331245)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1995390,17000164871,2017164871,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/11/2017 0:29,56XX BLOCK OF 30 AV SW,F,F1,10702.1,-122.371,47.55136,"(47.55136, -122.37095)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1995391,17000164866,2017164866,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 0:29,4XX BLOCK OF BROADWAY E,E,E1,7401.2,-122.321,47.62256,"(47.62256, -122.320915)",TRESPASS,TRESPASS,TRESPASS,
1995398,17000164282,2017164282,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,5/11/2017 0:26,8XX BLOCK OF VIRGINIA ST,D,D2,7300.302,-122.336,47.61606,"(47.616055, -122.33617)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,5/10/2017 14:43
1995392,17000164852,2017164852,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/11/2017 0:25,93XX BLOCK OF 55 AV S,S,S3,11800.3,-122.264,47.51791,"(47.51791, -122.264)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1995380,17000164828,2017164828,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,5/11/2017 0:24,42XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.301,-122.313,47.65905,"(47.659054, -122.31319)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,
1995381,17000164757,2017164757,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,5/11/2017 0:12,OCCIDENTAL AV S / S RIVER ST,O,O3,10900.21,-122.333,47.54333,"(47.543327, -122.33302)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/10/2017 21:45
1995377,17000164885,2017164885,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,5/11/2017 0:11,1 AV / YESLER WY,K,K1,9200.201,-122.334,47.60172,"(47.601723, -122.33418)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1995378,17000164874,2017164874,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,5/11/2017 0:08,5XX BLOCK OF WESTLAKE AV N,D,D3,7300.3,-122.338,47.62388,"(47.623882, -122.33844)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1995383,17000164689,2017164689,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",5/11/2017 0:07,24XX BLOCK OF ALKI AV SW,W,W1,9701.1,-122.403,47.58212,"(47.582123, -122.40328)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",5/10/2017 20:43
1995379,17000164853,2017164853,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,5/11/2017 0:05,140XX BLOCK OF MIDVALE AV N,N,N2,300.2015,-122.344,47.7314,"(47.7314, -122.34397)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,5/10/2017 23:41
1995372,17000164863,2017164863,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/10/2017 23:59,15 AV W / W ARMORY WY,Q,Q2,5802.201,-122.376,47.63766,"(47.637657, -122.376144)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1995373,17000164856,2017164856,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/10/2017 23:56,32XX BLOCK OF HARVARD AV E,C,C1,6100.101,-122.322,47.6503,"(47.650303, -122.3221)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1995371,17000164867,2017164867,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/10/2017 23:54,130XX BLOCK OF 23 AV NE,L,L1,200.2003,-122.305,47.72387,"(47.723866, -122.30458)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1995374,17000164825,2017164825,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,5/10/2017 23:53,21XX BLOCK OF 4 AV,D,D2,7200.106,-122.342,47.61422,"(47.614216, -122.34198)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,5/10/2017 23:21
1995369,17000164777,2017164777,161,TRESPASS,TRESPASS,TRESPASS,5/10/2017 23:41,25XX BLOCK OF N 38 ST,B,B3,5100.301,-122.329,47.65311,"(47.653107, -122.3289)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1995368,17000164802,2017164802,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,5/10/2017 23:41,14XX BLOCK OF NW 52 ST,B,B1,4700.201,-122.375,47.66643,"(47.66643, -122.3749)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,5/10/2017 22:17
1995362,17000164861,2017164861,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,5/10/2017 23:40,NE 47 ST / 20 AV NE,U,U1,4302.101,-122.307,47.66307,"(47.663074, -122.30652)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,
1995367,17000164819,2017164819,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,5/10/2017 23:34,133XX BLOCK OF 23 AV NE,L,L1,200.6022,-122.305,47.72567,"(47.725674, -122.30458)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,
1995364,17000164842,2017164842,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,5/10/2017 23:29,17XX BLOCK OF AIRPORT WY S,O,O1,9300.105,-122.321,47.58731,"(47.587307, -122.32139)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1995365,17000164840,2017164840,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/10/2017 23:26,20XX BLOCK OF S CHARLES ST,G,G3,9000.102,-122.306,47.59449,"(47.594494, -122.30554)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1995361,17000164490,2017164490,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/10/2017 23:21,16XX BLOCK OF NE 50 ST,U,U1,4400.301,-122.31,47.66488,"(47.66488, -122.31024)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
1995360,17000164588,2017164588,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/10/2017 23:21,76XX BLOCK OF RAINIER AV S,S,S2,11102.3,-122.27,47.53411,"(47.53411, -122.26999)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,
1995358,17000164627,2017164627,371,PROPERTY - MISSING,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",5/10/2017 23:20,93XX BLOCK OF 51 AV NE,U,U3,900.2027,-122.273,47.69547,"(47.69547, -122.27312)","SECONDARY - PROPERTY, LOST OR MISSING","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",5/10/2017 20:30
1995359,17000164615,2017164615,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,5/10/2017 23:19,46XX BLOCK OF 22 AV NE,U,U1,4302.201,-122.305,47.66192,"(47.661922, -122.304565)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,
1995357,17000164766,2017164766,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,5/10/2017 23:15,12XX BLOCK OF 10 AV,E,E2,7500.402,-122.319,47.61256,"(47.61256, -122.319405)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,5/10/2017 22:14
1995349,17000164671,2017164671,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/10/2017 23:00,4 AV / PINE ST,M,M3,8100.201,-122.338,47.61121,"(47.611206, -122.33759)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,5/10/2017 20:04
1995344,17000164776,2017164776,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/10/2017 23:00,NB / BATTERY ST TN,D,D1,8001.2,-122.348,47.61421,"(47.61421, -122.347565)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,5/10/2017 22:15
1995345,17000164769,2017164769,51,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,5/10/2017 22:59,17XX BLOCK OF 12 AV,E,E2,7500.4,-122.317,47.61702,"(47.617016, -122.31688)",BURG - IP/JO - RES (INCL UNOCC STRUCTURES),BURGLARY,RESIDENTIAL BURGLARIES,5/10/2017 21:55
