Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
41720138,E20,4048064,Alarms,6/20/2004,6/20/2004,6/20/2004 10:35,6/20/2004 10:37,6/20/2004 10:37,6/20/2004 10:38,6/20/2004 10:40,,,Other,6/20/2004 11:10,0 Block of MOUNTAIN SPRING AVE,SF,94114,B05,20,5262,3,3,3,FALSE,,1,ENGINE,1,5,7,Twin Peaks,"(37.7581366017203, -122.448807298356)",041720138-E20
41720138,T12,4048064,Alarms,6/20/2004,6/20/2004,6/20/2004 10:35,6/20/2004 10:37,6/20/2004 10:37,6/20/2004 10:39,6/20/2004 10:43,,,Other,6/20/2004 10:56,0 Block of MOUNTAIN SPRING AVE,SF,94114,B05,20,5262,3,3,3,FALSE,,1,TRUCK,3,5,7,Twin Peaks,"(37.7581366017203, -122.448807298356)",041720138-T12
41720139,E24,4048065,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:37,6/20/2004 10:39,6/20/2004 10:39,6/20/2004 10:41,6/20/2004 10:43,,,Other,6/20/2004 10:47,3000 Block of MARKET ST,SF,94114,B05,24,5413,1,3,3,FALSE,,1,ENGINE,2,5,8,Castro/Upper Market,"(37.7609714706558, -122.442343287264)",041720139-E24
41720139,M12,4048065,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:37,6/20/2004 10:39,6/20/2004 10:39,6/20/2004 10:39,6/20/2004 10:44,6/20/2004 10:59,,Other,6/20/2004 11:28,3000 Block of MARKET ST,SF,94114,B05,24,5413,1,3,3,TRUE,,1,MEDIC,1,5,8,Castro/Upper Market,"(37.7609714706558, -122.442343287264)",041720139-M12
41720140,E03,4048066,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:45,6/20/2004 10:45,6/20/2004 10:45,6/20/2004 10:46,6/20/2004 10:48,,,Other,6/20/2004 10:52,500 Block of JONES ST,SF,94102,B01,3,1462,3,3,3,TRUE,,1,ENGINE,2,1,6,Tenderloin,"(37.7862684417162, -122.412997235896)",041720140-E03
41720140,M41,4048066,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:45,6/20/2004 10:45,6/20/2004 10:45,6/20/2004 10:46,6/20/2004 10:51,,,Other,6/20/2004 10:53,500 Block of JONES ST,SF,94102,B01,3,1462,3,3,3,TRUE,,1,MEDIC,1,1,6,Tenderloin,"(37.7862684417162, -122.412997235896)",041720140-M41
41720141,E16,4048067,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:47,6/20/2004 10:48,6/20/2004 10:49,6/20/2004 10:51,6/20/2004 10:52,,,Other,6/20/2004 11:12,2300 Block of VALLEJO ST,SF,94123,B04,16,3551,3,3,3,TRUE,,1,ENGINE,2,4,2,Pacific Heights,"(37.7950666971892, -122.435926166434)",041720141-E16
41720141,K996,4048067,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:47,6/20/2004 10:48,6/20/2004 10:49,6/20/2004 10:49,6/20/2004 10:54,6/20/2004 11:11,6/20/2004 11:21,Other,6/20/2004 11:53,2300 Block of VALLEJO ST,SF,94123,B04,16,3551,3,3,3,FALSE,,1,PRIVATE,1,4,2,Pacific Heights,"(37.7950666971892, -122.435926166434)",041720141-K996
41720141,T16,4048067,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:47,6/20/2004 10:48,6/20/2004 10:49,,6/20/2004 10:56,,,Other,6/20/2004 11:12,2300 Block of VALLEJO ST,SF,94123,B04,16,3551,3,3,3,FALSE,,1,TRUCK,3,4,2,Pacific Heights,"(37.7950666971892, -122.435926166434)",041720141-T16
41720142,E10,4048068,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:47,6/20/2004 10:49,6/20/2004 10:49,6/20/2004 10:50,6/20/2004 10:53,,,Other,6/20/2004 10:59,3900 Block of CLAY ST,SF,94118,B07,10,4445,3,3,3,TRUE,,1,ENGINE,2,7,2,Presidio Heights,"(37.7877192659885, -122.458201753677)",041720142-E10
41720142,M10,4048068,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:47,6/20/2004 10:49,6/20/2004 10:49,6/20/2004 10:50,,6/20/2004 10:59,,Other,6/20/2004 10:59,3900 Block of CLAY ST,SF,94118,B07,10,4445,3,3,3,TRUE,,1,MEDIC,1,7,2,Presidio Heights,"(37.7877192659885, -122.458201753677)",041720142-M10
41720143,E41,4048069,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:48,6/20/2004 10:50,6/20/2004 10:50,6/20/2004 10:51,,,,Other,6/20/2004 10:55,600 Block of POST ST,SF,94109,B01,3,1451,3,3,3,TRUE,,1,ENGINE,2,1,3,Nob Hill,"(37.7878854896155, -122.412032359787)",041720143-E41
41720143,M01,4048069,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:48,6/20/2004 10:50,6/20/2004 10:50,6/20/2004 10:50,,6/20/2004 11:10,6/20/2004 11:46,Other,6/20/2004 11:51,600 Block of POST ST,SF,94109,B01,3,1451,3,3,3,TRUE,,1,MEDIC,1,1,3,Nob Hill,"(37.7878854896155, -122.412032359787)",041720143-M01
41720143,T03,4048069,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:48,6/20/2004 10:50,6/20/2004 10:50,6/20/2004 10:52,6/20/2004 10:54,,,Other,6/20/2004 10:55,600 Block of POST ST,SF,94109,B01,3,1451,3,3,3,FALSE,,1,TRUCK,3,1,3,Nob Hill,"(37.7878854896155, -122.412032359787)",041720143-T03
41720144,M36,4048070,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:48,6/20/2004 10:51,6/20/2004 10:52,6/20/2004 10:55,6/20/2004 11:08,,,Other,6/20/2004 11:27,0 Block of GROVE ST,SF,94102,B02,36,1552,1,1,2,TRUE,,1,MEDIC,1,2,6,Tenderloin,"(37.7788323158792, -122.415642487855)",041720144-M36
41720146,E06,4048071,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:59,6/20/2004 11:02,6/20/2004 11:02,6/20/2004 11:04,6/20/2004 11:05,,,Other,6/20/2004 11:09,CHURCH ST/DUBOCE AV,SF,94114,B02,6,3525,3,3,3,TRUE,,1,ENGINE,2,2,8,Hayes Valley,"(37.7694561276975, -122.429127986942)",041720146-E06
41720146,M05,4048071,Medical Incident,6/20/2004,6/20/2004,6/20/2004 10:59,6/20/2004 11:02,6/20/2004 11:02,6/20/2004 11:03,6/20/2004 11:06,6/20/2004 11:10,,Other,6/20/2004 11:23,CHURCH ST/DUBOCE AV,SF,94114,B02,6,3525,3,3,3,TRUE,,1,MEDIC,1,2,8,Hayes Valley,"(37.7694561276975, -122.429127986942)",041720146-M05
41720148,E14,4048072,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:02,6/20/2004 11:04,6/20/2004 11:04,,6/20/2004 11:12,,,Other,6/20/2004 11:51,23RD AV/GEARY BL,SF,94121,B07,14,7172,2,2,2,TRUE,,1,ENGINE,2,7,1,Outer Richmond,"(37.7801894714823, -122.482591527553)",041720148-E14
41720148,M14,4048072,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:02,6/20/2004 11:04,6/20/2004 11:04,6/20/2004 11:05,6/20/2004 11:09,6/20/2004 11:24,6/20/2004 11:31,Other,6/20/2004 12:04,23RD AV/GEARY BL,SF,94121,B07,14,7172,2,2,2,TRUE,,1,MEDIC,1,7,1,Outer Richmond,"(37.7801894714823, -122.482591527553)",041720148-M14
41720149,B08,4048073,Outside Fire,6/20/2004,6/20/2004,6/20/2004 11:03,6/20/2004 11:05,6/20/2004 11:05,6/20/2004 11:06,,,,Other,6/20/2004 11:15,34TH AV/ULLOA ST,SF,94116,B08,18,7554,3,3,3,FALSE,,1,CHIEF,2,8,4,Sunset/Parkside,"(37.7404745066079, -122.491634937752)",041720149-B08
41720149,E18,4048073,Outside Fire,6/20/2004,6/20/2004,6/20/2004 11:03,6/20/2004 11:05,6/20/2004 11:05,6/20/2004 11:07,6/20/2004 11:09,,,Other,6/20/2004 13:28,34TH AV/ULLOA ST,SF,94116,B08,18,7554,3,3,3,TRUE,,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7404745066079, -122.491634937752)",041720149-E18
41720149,T18,4048073,Outside Fire,6/20/2004,6/20/2004,6/20/2004 11:03,6/20/2004 11:05,6/20/2004 11:05,6/20/2004 11:07,6/20/2004 11:11,,,Other,6/20/2004 11:12,34TH AV/ULLOA ST,SF,94116,B08,18,7554,3,3,3,FALSE,,1,TRUCK,3,8,4,Sunset/Parkside,"(37.7404745066079, -122.491634937752)",041720149-T18
41720150,E14,4048074,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:02,6/20/2004 11:05,6/20/2004 11:06,,,,,Other,6/20/2004 11:10,24TH AV/GEARY BL,SF,94121,B07,14,7213,3,3,3,TRUE,,1,ENGINE,2,7,1,Outer Richmond,"(37.7801430605469, -122.483661948774)",041720150-E14
41720150,K1146,4048074,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:02,6/20/2004 11:05,6/20/2004 11:06,,,,,Other,,24TH AV/GEARY BL,SF,94121,B07,14,7213,3,3,3,TRUE,,1,PRIVATE,1,7,1,Outer Richmond,"(37.7801430605469, -122.483661948774)",041720150-K1146
41720151,E36,4048075,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:03,6/20/2004 11:06,6/20/2004 11:08,6/20/2004 11:09,6/20/2004 11:10,,,Other,6/20/2004 11:16,1600 Block of MARKET ST,SF,94103,B02,36,3311,3,3,3,TRUE,,1,ENGINE,2,2,6,Mission,"(37.7732180675925, -122.421522300696)",041720151-E36
41720151,M38,4048075,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:03,6/20/2004 11:06,6/20/2004 11:08,6/20/2004 11:09,6/20/2004 11:12,6/20/2004 11:16,6/20/2004 11:26,Other,6/20/2004 11:54,1600 Block of MARKET ST,SF,94103,B02,36,3311,3,3,3,TRUE,,1,MEDIC,1,2,6,Mission,"(37.7732180675925, -122.421522300696)",041720151-M38
41720153,E43,4048076,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:08,6/20/2004 11:10,6/20/2004 11:11,6/20/2004 11:11,6/20/2004 11:18,,,Other,6/20/2004 11:28,200 Block of LOUISBURG ST,SF,94112,B09,15,8315,3,3,3,TRUE,,1,ENGINE,2,9,11,Oceanview/Merced/Ingleside,"(37.7198936943619, -122.450400205622)",041720153-E43
41720153,M43,4048076,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:08,6/20/2004 11:10,6/20/2004 11:11,6/20/2004 11:13,6/20/2004 11:17,6/20/2004 11:27,,Other,6/20/2004 12:04,200 Block of LOUISBURG ST,SF,94112,B09,15,8315,3,3,3,TRUE,,1,MEDIC,1,9,11,Oceanview/Merced/Ingleside,"(37.7198936943619, -122.450400205622)",041720153-M43
41720154,E38,4048077,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:13,6/20/2004 11:15,6/20/2004 11:15,6/20/2004 11:17,6/20/2004 11:19,,,Other,6/20/2004 11:27,1800 Block of CALIFORNIA ST,SF,94109,B04,38,3254,E,E,3,TRUE,,1,ENGINE,3,4,2,Western Addition,"(37.7900019443199, -122.424784565831)",041720154-E38
41720154,M41,4048077,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:13,6/20/2004 11:15,6/20/2004 11:15,6/20/2004 11:16,6/20/2004 11:17,,,Other,6/20/2004 11:57,1800 Block of CALIFORNIA ST,SF,94109,B04,38,3254,E,E,3,TRUE,,1,MEDIC,1,4,2,Western Addition,"(37.7900019443199, -122.424784565831)",041720154-M41
41720154,RC1,4048077,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:13,6/20/2004 11:15,6/20/2004 11:15,6/20/2004 11:17,6/20/2004 11:20,,,Other,6/20/2004 11:34,1800 Block of CALIFORNIA ST,SF,94109,B04,38,3254,E,E,3,TRUE,,1,RESCUE CAPTAIN,2,4,2,Western Addition,"(37.7900019443199, -122.424784565831)",041720154-RC1
41720155,E19,4048078,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:14,6/20/2004 11:16,6/20/2004 11:16,6/20/2004 11:17,6/20/2004 11:21,,,Other,6/20/2004 12:27,300 Block of GARCES DR,SF,94132,B08,19,8484,3,3,3,TRUE,,1,ENGINE,2,8,7,Lakeshore,"(37.7162735350246, -122.482439449334)",041720155-E19
41720155,M18,4048078,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:14,6/20/2004 11:16,6/20/2004 11:16,6/20/2004 11:17,6/20/2004 11:31,6/20/2004 11:48,6/20/2004 12:00,Other,6/20/2004 12:44,300 Block of GARCES DR,SF,94132,B08,19,8484,3,3,3,TRUE,,1,MEDIC,1,8,7,Lakeshore,"(37.7162735350246, -122.482439449334)",041720155-M18
41720157,B08,4048079,Alarms,6/20/2004,6/20/2004,6/20/2004 11:21,6/20/2004 11:23,6/20/2004 11:23,6/20/2004 11:23,6/20/2004 11:26,,,Other,6/20/2004 11:30,2300 Block of 39TH AVE,SF,94116,B08,18,7621,3,3,3,FALSE,,1,CHIEF,1,8,4,Sunset/Parkside,"(37.7430360286503, -122.497251348102)",041720157-B08
41720157,E40,4048079,Alarms,6/20/2004,6/20/2004,6/20/2004 11:21,6/20/2004 11:23,6/20/2004 11:23,6/20/2004 11:25,6/20/2004 11:28,,,Other,6/20/2004 11:30,2300 Block of 39TH AVE,SF,94116,B08,18,7621,3,3,3,TRUE,,1,ENGINE,2,8,4,Sunset/Parkside,"(37.7430360286503, -122.497251348102)",041720157-E40
41720157,T18,4048079,Alarms,6/20/2004,6/20/2004,6/20/2004 11:21,6/20/2004 11:23,6/20/2004 11:23,6/20/2004 11:25,6/20/2004 11:28,,,Other,6/20/2004 11:30,2300 Block of 39TH AVE,SF,94116,B08,18,7621,3,3,3,FALSE,,1,TRUCK,3,8,4,Sunset/Parkside,"(37.7430360286503, -122.497251348102)",041720157-T18
41720158,E05,4048080,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:37,6/20/2004 11:39,6/20/2004 11:39,6/20/2004 11:41,,6/20/2004 11:41,,Other,6/20/2004 11:51,1500 Block of TURK ST,SF,94115,B05,5,3643,3,3,3,TRUE,,1,ENGINE,2,5,5,Western Addition,"(37.7802364001974, -122.434615507632)",041720158-E05
41720158,E10,4048080,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:37,6/20/2004 11:39,6/20/2004 11:39,6/20/2004 11:40,,,,Other,6/20/2004 11:42,1500 Block of TURK ST,SF,94115,B05,5,3643,3,3,3,TRUE,,1,ENGINE,3,5,5,Western Addition,"(37.7802364001974, -122.434615507632)",041720158-E10
41720158,M05,4048080,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:37,6/20/2004 11:39,6/20/2004 11:39,6/20/2004 11:40,6/20/2004 11:41,6/20/2004 11:58,6/20/2004 12:07,Other,6/20/2004 12:40,1500 Block of TURK ST,SF,94115,B05,5,3643,3,3,3,TRUE,,1,MEDIC,1,5,5,Western Addition,"(37.7802364001974, -122.434615507632)",041720158-M05
41720159,M32,4048081,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:42,6/20/2004 11:44,6/20/2004 11:44,6/20/2004 11:46,6/20/2004 11:58,6/20/2004 12:31,6/20/2004 12:46,Other,6/20/2004 13:09,200 Block of LAKE MERCED HILL ST,SF,94132,B08,19,8777,1,1,2,TRUE,,1,MEDIC,1,8,7,Lakeshore,"(37.7130437838335, -122.483644013853)",041720159-M32
41720161,B08,4048082,Alarms,6/20/2004,6/20/2004,6/20/2004 11:52,6/20/2004 11:54,6/20/2004 11:55,6/20/2004 11:56,6/20/2004 12:01,,,Other,6/20/2004 12:03,2900 Block of TARAVAL ST,SF,94116,B08,18,7636,3,3,3,FALSE,,1,CHIEF,1,8,4,Sunset/Parkside,"(37.7420251017288, -122.497649027894)",041720161-B08
41720161,E23,4048082,Alarms,6/20/2004,6/20/2004,6/20/2004 11:52,6/20/2004 11:54,6/20/2004 11:55,6/20/2004 11:56,6/20/2004 12:00,,,Other,6/20/2004 12:03,2900 Block of TARAVAL ST,SF,94116,B08,18,7636,3,3,3,FALSE,,1,ENGINE,2,8,4,Sunset/Parkside,"(37.7420251017288, -122.497649027894)",041720161-E23
41720161,T18,4048082,Alarms,6/20/2004,6/20/2004,6/20/2004 11:52,6/20/2004 11:54,6/20/2004 11:55,6/20/2004 11:56,6/20/2004 12:00,,,Other,6/20/2004 12:03,2900 Block of TARAVAL ST,SF,94116,B08,18,7636,3,3,3,FALSE,,1,TRUCK,3,8,4,Sunset/Parkside,"(37.7420251017288, -122.497649027894)",041720161-T18
41720162,E03,4048083,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:53,6/20/2004 11:55,6/20/2004 11:56,6/20/2004 11:57,6/20/2004 11:59,,,Other,6/20/2004 12:02,100 Block of HYDE ST,SF,94102,B02,3,1554,3,3,3,TRUE,,1,ENGINE,2,2,6,Tenderloin,"(37.7821283720084, -122.415531198246)",041720162-E03
41720162,K996,4048083,Medical Incident,6/20/2004,6/20/2004,6/20/2004 11:53,6/20/2004 11:55,6/20/2004 11:56,6/20/2004 11:56,6/20/2004 12:00,6/20/2004 12:56,6/20/2004 12:56,Other,6/20/2004 12:56,100 Block of HYDE ST,SF,94102,B02,3,1554,3,3,3,FALSE,,1,PRIVATE,1,2,6,Tenderloin,"(37.7821283720084, -122.415531198246)",041720162-K996
41720163,E03,4048084,Medical Incident,6/20/2004,6/20/2004,6/20/2004 12:01,6/20/2004 12:02,6/20/2004 12:03,6/20/2004 12:04,6/20/2004 12:05,,,Other,6/20/2004 12:08,1000 Block of GEARY ST,SF,94109,B04,3,3116,3,3,3,TRUE,,1,ENGINE,2,4,6,Tenderloin,"(37.7858436102115, -122.420576804158)",041720163-E03
41720163,M03,4048084,Medical Incident,6/20/2004,6/20/2004,6/20/2004 12:01,6/20/2004 12:02,6/20/2004 12:03,6/20/2004 12:04,6/20/2004 12:05,,,Other,6/20/2004 12:12,1000 Block of GEARY ST,SF,94109,B04,3,3116,3,3,3,TRUE,,1,MEDIC,1,4,6,Tenderloin,"(37.7858436102115, -122.420576804158)",041720163-M03
41720166,E10,4048085,Medical Incident,6/20/2004,6/20/2004,6/20/2004 12:17,6/20/2004 12:18,6/20/2004 12:19,6/20/2004 12:20,6/20/2004 12:20,,,Other,6/20/2004 12:29,CALIFORNIA ST/PRESIDIO AV,SF,94118,B04,10,4336,E,E,3,TRUE,,1,ENGINE,2,4,2,Presidio Heights,"(37.7872618525102, -122.446792778615)",041720166-E10
41720166,M10,4048085,Medical Incident,6/20/2004,6/20/2004,6/20/2004 12:17,6/20/2004 12:18,6/20/2004 12:19,6/20/2004 12:19,6/20/2004 12:20,6/20/2004 12:27,6/20/2004 12:32,Other,6/20/2004 12:58,CALIFORNIA ST/PRESIDIO AV,SF,94118,B04,10,4336,E,E,3,TRUE,,1,MEDIC,1,4,2,Presidio Heights,"(37.7872618525102, -122.446792778615)",041720166-M10
41720166,RC2,4048085,Medical Incident,6/20/2004,6/20/2004,6/20/2004 12:17,6/20/2004 12:18,6/20/2004 12:19,6/20/2004 12:20,,,,Other,6/20/2004 12:21,CALIFORNIA ST/PRESIDIO AV,SF,94118,B04,10,4336,E,E,3,TRUE,,1,RESCUE CAPTAIN,3,4,2,Presidio Heights,"(37.7872618525102, -122.446792778615)",041720166-RC2
41720167,E36,4048086,Structure Fire,6/20/2004,6/20/2004,6/20/2004 12:34,6/20/2004 12:34,6/20/2004 12:35,6/20/2004 12:36,6/20/2004 12:38,,,Other,6/20/2004 12:39,14TH ST/MISSION ST,SF,94103,B02,36,5215,3,3,3,TRUE,,1,ENGINE,1,2,9,Mission,"(37.7682736543413, -122.419981513232)",041720167-E36
41720167,T06,4048086,Structure Fire,6/20/2004,6/20/2004,6/20/2004 12:34,6/20/2004 12:34,6/20/2004 12:35,6/20/2004 12:36,,,,Other,6/20/2004 12:38,14TH ST/MISSION ST,SF,94103,B02,36,5215,3,3,3,FALSE,,1,TRUCK,2,2,9,Mission,"(37.7682736543413, -122.419981513232)",041720167-T06
41720168,E43,4048087,Medical Incident,6/20/2004,6/20/2004,6/20/2004 12:40,6/20/2004 12:43,6/20/2004 12:43,6/20/2004 12:44,6/20/2004 12:46,,,Other,6/20/2004 12:53,0 Block of MORSE ST,SF,94112,B09,43,6224,3,3,3,TRUE,,1,ENGINE,2,9,11,Excelsior,"(37.7134575032364, -122.437452263575)",041720168-E43
41720168,M43,4048087,Medical Incident,6/20/2004,6/20/2004,6/20/2004 12:40,6/20/2004 12:43,6/20/2004 12:43,6/20/2004 12:46,6/20/2004 12:46,,,Other,6/20/2004 12:54,0 Block of MORSE ST,SF,94112,B09,43,6224,3,3,3,TRUE,,1,MEDIC,1,9,11,Excelsior,"(37.7134575032364, -122.437452263575)",041720168-M43
41720169,M07,4048088,Medical Incident,6/20/2004,6/20/2004,6/20/2004 12:42,6/20/2004 12:44,6/20/2004 12:44,6/20/2004 12:45,6/20/2004 12:46,6/20/2004 12:50,6/20/2004 12:57,Other,6/20/2004 13:20,19TH ST/MISSION ST,SF,94110,B06,7,5433,3,3,3,TRUE,,1,MEDIC,1,6,9,Mission,"(37.7602353559327, -122.419206043807)",041720169-M07
41720169,RS2,4048088,Medical Incident,6/20/2004,6/20/2004,6/20/2004 12:42,6/20/2004 12:44,6/20/2004 12:44,6/20/2004 12:45,,,,Other,6/20/2004 12:46,19TH ST/MISSION ST,SF,94110,B06,7,5433,3,3,3,FALSE,,1,RESCUE SQUAD,2,6,9,Mission,"(37.7602353559327, -122.419206043807)",041720169-RS2
41720170,E42,4048089,Medical Incident,6/20/2004,6/20/2004,6/20/2004 12:51,6/20/2004 12:52,6/20/2004 12:53,6/20/2004 12:54,6/20/2004 12:56,,,Other,6/20/2004 13:06,1400 Block of SILLIMAN ST,SF,94134,B09,42,6145,E,E,3,FALSE,,1,ENGINE,2,9,9,Excelsior,"(37.7274459171602, -122.419370089988)",041720170-E42
41720170,E44,4048089,Medical Incident,6/20/2004,6/20/2004,6/20/2004 12:51,6/20/2004 12:52,6/20/2004 12:53,6/20/2004 12:54,,,,Other,6/20/2004 12:57,1400 Block of SILLIMAN ST,SF,94134,B09,42,6145,E,E,3,FALSE,,1,ENGINE,4,9,9,Excelsior,"(37.7274459171602, -122.419370089988)",041720170-E44
41720170,M15,4048089,Medical Incident,6/20/2004,6/20/2004,6/20/2004 12:51,6/20/2004 12:52,6/20/2004 12:53,6/20/2004 12:54,6/20/2004 13:01,,,Other,6/20/2004 13:34,1400 Block of SILLIMAN ST,SF,94134,B09,42,6145,E,E,3,TRUE,,1,MEDIC,1,9,9,Excelsior,"(37.7274459171602, -122.419370089988)",041720170-M15
41720170,RC4,4048089,Medical Incident,6/20/2004,6/20/2004,6/20/2004 12:51,6/20/2004 12:52,6/20/2004 12:53,6/20/2004 12:53,,,,Other,6/20/2004 12:57,1400 Block of SILLIMAN ST,SF,94134,B09,42,6145,E,E,3,TRUE,,1,RESCUE CAPTAIN,3,9,9,Excelsior,"(37.7274459171602, -122.419370089988)",041720170-RC4
41720171,E44,4048090,Citizen Assist / Service Call,6/20/2004,6/20/2004,6/20/2004 13:01,6/20/2004 13:02,6/20/2004 13:03,6/20/2004 13:05,6/20/2004 13:26,,,Other,6/20/2004 13:26,1800 Block of EGBERT AVE,SF,94124,B10,42,6476,2,2,2,FALSE,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7271942469441, -122.400732259721)",041720171-E44
41720186,E15,4048091,Medical Incident,6/20/2004,6/20/2004,6/20/2004 13:20,6/20/2004 13:21,6/20/2004 13:22,,6/20/2004 13:23,,,Other,6/20/2004 13:36,600 Block of EDINBURGH ST,SF,94112,B09,43,6137,3,3,3,TRUE,,1,ENGINE,2,9,11,Excelsior,"(37.7189310862658, -122.433829193551)",041720186-E15
41720186,M43,4048091,Medical Incident,6/20/2004,6/20/2004,6/20/2004 13:20,6/20/2004 13:21,6/20/2004 13:22,6/20/2004 13:24,,6/20/2004 13:37,,Other,6/20/2004 14:04,600 Block of EDINBURGH ST,SF,94112,B09,43,6137,3,3,3,TRUE,,1,MEDIC,1,9,11,Excelsior,"(37.7189310862658, -122.433829193551)",041720186-M43
41720187,M13,4048092,Medical Incident,6/20/2004,6/20/2004,6/20/2004 13:19,6/20/2004 13:22,6/20/2004 13:23,6/20/2004 13:24,6/20/2004 13:30,6/20/2004 13:40,6/20/2004 13:53,Other,6/20/2004 14:11,300 Block of HARRISON ST,SF,94105,B03,35,2123,1,1,2,TRUE,,1,MEDIC,1,3,6,Financial District/South Beach,"(37.7871492690049, -122.391665132763)",041720187-M13
41720190,E02,4048093,Other,6/20/2004,6/20/2004,6/20/2004 13:31,6/20/2004 13:31,6/20/2004 13:31,,6/20/2004 13:31,,,Other,6/20/2004 13:49,800 Block of PACIFIC AVE,SF,94133,B01,2,1332,3,3,3,FALSE,,1,ENGINE,1,1,3,Chinatown,"(37.7964914531604, -122.409652663162)",041720190-E02
41720190,T02,4048093,Other,6/20/2004,6/20/2004,6/20/2004 13:31,6/20/2004 13:31,6/20/2004 13:31,,6/20/2004 13:34,,,Other,6/20/2004 13:42,800 Block of PACIFIC AVE,SF,94133,B01,2,1332,3,3,3,FALSE,,1,TRUCK,2,1,3,Chinatown,"(37.7964914531604, -122.409652663162)",041720190-T02
41720192,A152,4048094,Medical Incident,6/20/2004,6/20/2004,6/20/2004 13:40,6/20/2004 13:42,6/20/2004 13:44,6/20/2004 13:44,6/20/2004 13:46,6/20/2004 14:01,,Other,6/20/2004 14:39,300 Block of STOCKTON ST,SF,94108,B01,1,1324,3,3,3,FALSE,,1,PRIVATE,1,1,3,Financial District/South Beach,"(37.7887345763527, -122.406886503606)",041720192-A152
41720192,E01,4048094,Medical Incident,6/20/2004,6/20/2004,6/20/2004 13:40,6/20/2004 13:42,6/20/2004 13:44,6/20/2004 13:45,6/20/2004 13:54,,,Other,6/20/2004 13:54,300 Block of STOCKTON ST,SF,94108,B01,1,1324,3,3,3,TRUE,,1,ENGINE,2,1,3,Financial District/South Beach,"(37.7887345763527, -122.406886503606)",041720192-E01
41720193,E03,4048095,Medical Incident,6/20/2004,6/20/2004,6/20/2004 13:45,6/20/2004 13:45,6/20/2004 13:46,6/20/2004 13:47,6/20/2004 13:50,,,Other,6/20/2004 13:56,300 Block of TURK ST,SF,94102,B02,3,1554,3,3,3,TRUE,,1,ENGINE,2,2,6,Tenderloin,"(37.7826355124294, -122.414862827314)",041720193-E03
41720193,M03,4048095,Medical Incident,6/20/2004,6/20/2004,6/20/2004 13:45,6/20/2004 13:45,6/20/2004 13:46,6/20/2004 13:47,6/20/2004 13:49,6/20/2004 14:04,6/20/2004 14:18,Other,6/20/2004 14:51,300 Block of TURK ST,SF,94102,B02,3,1554,3,3,3,TRUE,,1,MEDIC,1,2,6,Tenderloin,"(37.7826355124294, -122.414862827314)",041720193-M03
41720194,E15,4048096,Outside Fire,6/20/2004,6/20/2004,6/20/2004 13:53,6/20/2004 13:55,6/20/2004 13:56,6/20/2004 13:57,6/20/2004 14:00,,,Other,6/20/2004 14:01,GENEVA AV/LONDON ST,SF,94112,B09,43,6175,3,3,3,TRUE,,1,ENGINE,1,9,11,Excelsior,"(37.7160388198833, -122.440255134634)",041720194-E15
