Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
122740212,83,12090409,Medical Incident,09/30/2012,09/30/2012,09/30/2012 02:27:42 PM,09/30/2012 02:27:54 PM,09/30/2012 02:28:24 PM,09/30/2012 02:28:58 PM,09/30/2012 02:30:35 PM,09/30/2012 02:38:35 PM,09/30/2012 02:55:53 PM,Code 2 Transport,09/30/2012 03:05:06 PM,2100 Block of MARKET ST,SF,94114,B02,06,5209,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,8,Castro/Upper Market,"(37.7666672196975, -122.429769928039)",122740212-83
122740212,E06,12090409,Medical Incident,09/30/2012,09/30/2012,09/30/2012 02:27:42 PM,09/30/2012 02:27:54 PM,09/30/2012 02:28:24 PM,09/30/2012 02:29:42 PM,09/30/2012 02:30:31 PM,,,Other,09/30/2012 02:34:18 PM,2100 Block of MARKET ST,SF,94114,B02,06,5209,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,8,Castro/Upper Market,"(37.7666672196975, -122.429769928039)",122740212-E06
122740213,E33,12090410,Medical Incident,09/30/2012,09/30/2012,09/30/2012 02:27:24 PM,09/30/2012 02:28:18 PM,09/30/2012 02:29:15 PM,09/30/2012 02:30:14 PM,09/30/2012 02:32:47 PM,,,Other,09/30/2012 02:47:34 PM,0 Block of BRUMISS TER,SF,94112,B09,33,6213,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Excelsior,"(37.7083774785138, -122.452043321077)",122740213-E33
122740213,KM11,12090410,Medical Incident,09/30/2012,09/30/2012,09/30/2012 02:27:24 PM,09/30/2012 02:28:18 PM,09/30/2012 02:29:15 PM,09/30/2012 02:29:46 PM,09/30/2012 02:36:57 PM,09/30/2012 02:50:21 PM,09/30/2012 03:06:41 PM,Code 2 Transport,09/30/2012 03:36:25 PM,0 Block of BRUMISS TER,SF,94112,B09,33,6213,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,9,11,Excelsior,"(37.7083774785138, -122.452043321077)",122740213-KM11
122740214,B06,12090411,Alarms,09/30/2012,09/30/2012,09/30/2012 02:30:08 PM,09/30/2012 02:30:44 PM,09/30/2012 02:31:19 PM,,,,,Other,09/30/2012 02:34:04 PM,600 Block of VALENCIA ST,SF,94110,B02,07,5247,3,3,3,false,Alarm,1,CHIEF,2,2,8,Mission,"(37.7627436601147, -122.421747650463)",122740214-B06
122740214,E07,12090411,Alarms,09/30/2012,09/30/2012,09/30/2012 02:30:08 PM,09/30/2012 02:30:44 PM,09/30/2012 02:31:19 PM,09/30/2012 02:33:23 PM,09/30/2012 02:35:23 PM,,,Fire,09/30/2012 02:37:21 PM,600 Block of VALENCIA ST,SF,94110,B02,07,5247,3,3,3,true,Alarm,1,ENGINE,1,2,8,Mission,"(37.7627436601147, -122.421747650463)",122740214-E07
122740214,T06,12090411,Alarms,09/30/2012,09/30/2012,09/30/2012 02:30:08 PM,09/30/2012 02:30:44 PM,09/30/2012 02:31:19 PM,09/30/2012 02:33:04 PM,,,,Other,09/30/2012 02:34:04 PM,600 Block of VALENCIA ST,SF,94110,B02,07,5247,3,3,3,false,Alarm,1,TRUCK,3,2,8,Mission,"(37.7627436601147, -122.421747650463)",122740214-T06
122740216,88,12090412,Medical Incident,09/30/2012,09/30/2012,09/30/2012 02:38:39 PM,09/30/2012 02:39:06 PM,09/30/2012 02:39:31 PM,09/30/2012 02:40:04 PM,09/30/2012 02:42:20 PM,09/30/2012 02:53:59 PM,09/30/2012 03:03:00 PM,Code 2 Transport,09/30/2012 03:21:59 PM,16TH ST/POTRERO AV,SF,94103,B02,29,2351,3,3,3,false,Potentially Life-Threatening,1,MEDIC,2,2,10,Mission,"(37.7657832995202, -122.407534230594)",122740216-88
122740216,E07,12090412,Medical Incident,09/30/2012,09/30/2012,09/30/2012 02:38:39 PM,09/30/2012 02:39:06 PM,09/30/2012 02:39:31 PM,09/30/2012 02:39:37 PM,09/30/2012 02:41:52 PM,,,Other,09/30/2012 02:45:05 PM,16TH ST/POTRERO AV,SF,94103,B02,29,2351,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,10,Mission,"(37.7657832995202, -122.407534230594)",122740216-E07
122740217,E03,12090413,Structure Fire,09/30/2012,09/30/2012,09/30/2012 02:41:23 PM,09/30/2012 02:41:23 PM,09/30/2012 02:41:49 PM,09/30/2012 02:42:32 PM,09/30/2012 02:44:50 PM,,,Other,09/30/2012 02:45:06 PM,JONES ST/ELLIS ST,SF,94102,B03,03,1461,3,3,3,true,Alarm,1,ENGINE,1,2,6,Tenderloin,"(37.7848662437379, -122.412782128267)",122740217-E03
122740217,T01,12090413,Structure Fire,09/30/2012,09/30/2012,09/30/2012 02:41:23 PM,09/30/2012 02:41:23 PM,09/30/2012 02:41:49 PM,09/30/2012 02:43:32 PM,,,,Other,09/30/2012 02:45:06 PM,JONES ST/ELLIS ST,SF,94102,B03,03,1461,3,3,3,false,Alarm,1,TRUCK,2,2,6,Tenderloin,"(37.7848662437379, -122.412782128267)",122740217-T01
122740218,94,12090414,Medical Incident,09/30/2012,09/30/2012,09/30/2012 02:40:13 PM,09/30/2012 02:42:49 PM,09/30/2012 02:43:22 PM,09/30/2012 02:43:33 PM,09/30/2012 02:47:10 PM,09/30/2012 03:04:50 PM,09/30/2012 03:19:02 PM,Code 2 Transport,09/30/2012 03:49:40 PM,800 Block of HOWARD ST,SF,94103,B03,01,2214,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.7823404680537, -122.40377191669)",122740218-94
122740218,E01,12090414,Medical Incident,09/30/2012,09/30/2012,09/30/2012 02:40:13 PM,09/30/2012 02:42:49 PM,09/30/2012 02:43:22 PM,09/30/2012 02:45:07 PM,09/30/2012 02:47:07 PM,,,Other,09/30/2012 02:55:30 PM,800 Block of HOWARD ST,SF,94103,B03,01,2214,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,"(37.7823404680537, -122.40377191669)",122740218-E01
122740219,86,12090415,Medical Incident,09/30/2012,09/30/2012,09/30/2012 02:42:36 PM,09/30/2012 02:44:45 PM,09/30/2012 02:45:40 PM,09/30/2012 02:45:56 PM,09/30/2012 02:50:22 PM,09/30/2012 03:00:22 PM,09/30/2012 03:14:05 PM,Code 2 Transport,09/30/2012 03:32:36 PM,2300 Block of 16TH ST,SF,94103,B02,29,5241,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,10,Mission,"(37.765718993574, -122.409520691153)",122740219-86
122740219,E29,12090415,Medical Incident,09/30/2012,09/30/2012,09/30/2012 02:42:36 PM,09/30/2012 02:44:45 PM,09/30/2012 02:45:40 PM,09/30/2012 02:45:53 PM,09/30/2012 02:47:24 PM,,,Other,09/30/2012 02:55:46 PM,2300 Block of 16TH ST,SF,94103,B02,29,5241,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,10,Mission,"(37.765718993574, -122.409520691153)",122740219-E29
122740220,58,12090416,Structure Fire,09/30/2012,09/30/2012,09/30/2012 02:46:06 PM,09/30/2012 02:47:10 PM,09/30/2012 02:47:38 PM,09/30/2012 02:47:49 PM,,,,Other,09/30/2012 02:58:47 PM,500 Block of UNION ST,SF,94133,B01,28,1252,3,3,3,true,Fire,1,MEDIC,8,1,3,North Beach,"(37.8005116148715, -122.4081739379)",122740220-58
122740220,B01,12090416,Structure Fire,09/30/2012,09/30/2012,09/30/2012 02:46:06 PM,09/30/2012 02:47:10 PM,09/30/2012 02:47:38 PM,09/30/2012 02:49:05 PM,09/30/2012 02:50:50 PM,,,Other,09/30/2012 02:59:37 PM,500 Block of UNION ST,SF,94133,B01,28,1252,3,3,3,false,Fire,1,CHIEF,3,1,3,North Beach,"(37.8005116148715, -122.4081739379)",122740220-B01
122740220,B04,12090416,Structure Fire,09/30/2012,09/30/2012,09/30/2012 02:46:06 PM,09/30/2012 02:47:10 PM,09/30/2012 02:47:38 PM,09/30/2012 02:47:56 PM,,,,Other,09/30/2012 03:00:19 PM,500 Block of UNION ST,SF,94133,B01,28,1252,3,3,3,false,Fire,1,CHIEF,7,1,3,North Beach,"(37.8005116148715, -122.4081739379)",122740220-B04
122740220,D2,12090416,Structure Fire,09/30/2012,09/30/2012,09/30/2012 02:46:06 PM,09/30/2012 02:47:10 PM,09/30/2012 02:47:38 PM,09/30/2012 02:47:48 PM,,,,Other,09/30/2012 02:54:00 PM,500 Block of UNION ST,SF,94133,B01,28,1252,3,3,3,false,Fire,1,CHIEF,10,1,3,North Beach,"(37.8005116148715, -122.4081739379)",122740220-D2
122740220,E02,12090416,Structure Fire,09/30/2012,09/30/2012,09/30/2012 02:46:06 PM,09/30/2012 02:47:10 PM,09/30/2012 02:47:38 PM,09/30/2012 02:48:14 PM,09/30/2012 02:49:33 PM,,,Other,09/30/2012 02:59:07 PM,500 Block of UNION ST,SF,94133,B01,28,1252,3,3,3,true,Fire,1,ENGINE,2,1,3,North Beach,"(37.8005116148715, -122.4081739379)",122740220-E02
122740220,E13,12090416,Structure Fire,09/30/2012,09/30/2012,09/30/2012 02:46:06 PM,09/30/2012 02:47:10 PM,09/30/2012 02:47:38 PM,09/30/2012 02:48:39 PM,09/30/2012 02:51:26 PM,,,Other,09/30/2012 02:54:27 PM,500 Block of UNION ST,SF,94133,B01,28,1252,3,3,3,true,Fire,1,ENGINE,5,1,3,North Beach,"(37.8005116148715, -122.4081739379)",122740220-E13
122740220,E28,12090416,Structure Fire,09/30/2012,09/30/2012,09/30/2012 02:46:06 PM,09/30/2012 02:47:10 PM,09/30/2012 02:47:38 PM,09/30/2012 02:48:06 PM,09/30/2012 02:49:26 PM,,,Other,09/30/2012 02:58:48 PM,500 Block of UNION ST,SF,94133,B01,28,1252,3,3,3,true,Fire,1,ENGINE,1,1,3,North Beach,"(37.8005116148715, -122.4081739379)",122740220-E28
122740220,RS1,12090416,Structure Fire,09/30/2012,09/30/2012,09/30/2012 02:46:06 PM,09/30/2012 02:47:10 PM,09/30/2012 02:47:38 PM,09/30/2012 02:48:38 PM,09/30/2012 02:52:35 PM,,,Other,09/30/2012 02:53:19 PM,500 Block of UNION ST,SF,94133,B01,28,1252,3,3,3,false,Fire,1,RESCUE SQUAD,6,1,3,North Beach,"(37.8005116148715, -122.4081739379)",122740220-RS1
122740220,T02,12090416,Structure Fire,09/30/2012,09/30/2012,09/30/2012 02:46:06 PM,09/30/2012 02:47:10 PM,09/30/2012 02:47:38 PM,09/30/2012 02:48:26 PM,09/30/2012 02:51:02 PM,,,Other,09/30/2012 02:57:35 PM,500 Block of UNION ST,SF,94133,B01,28,1252,3,3,3,false,Fire,1,TRUCK,4,1,3,North Beach,"(37.8005116148715, -122.4081739379)",122740220-T02
122740220,T13,12090416,Structure Fire,09/30/2012,09/30/2012,09/30/2012 02:46:06 PM,09/30/2012 02:47:10 PM,09/30/2012 02:47:38 PM,09/30/2012 02:48:57 PM,,,,Other,09/30/2012 02:56:17 PM,500 Block of UNION ST,SF,94133,B01,28,1252,3,3,3,true,Fire,1,TRUCK,9,1,3,North Beach,"(37.8005116148715, -122.4081739379)",122740220-T13
122740221,E16,12090417,Citizen Assist / Service Call,09/30/2012,09/30/2012,09/30/2012 02:45:21 PM,09/30/2012 02:47:51 PM,09/30/2012 02:48:46 PM,09/30/2012 02:49:43 PM,09/30/2012 02:56:12 PM,,,Other,09/30/2012 03:19:55 PM,2500 Block of BROADWAY,SF,94123,B04,16,4122,3,3,3,true,Alarm,1,ENGINE,1,4,2,Pacific Heights,"(37.7938033885722, -122.439041721394)",122740221-E16
122740222,E17,12090418,Citizen Assist / Service Call,09/30/2012,09/30/2012,09/30/2012 02:49:40 PM,09/30/2012 02:51:17 PM,09/30/2012 02:51:28 PM,09/30/2012 02:52:53 PM,09/30/2012 02:55:38 PM,,,Fire,09/30/2012 02:59:43 PM,BALDWIN CT/OAKDALE AV,SF,94124,B10,17,6647,3,3,3,true,Alarm,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7294888477332, -122.381399120132)",122740222-E17
122740223,58,12090419,Medical Incident,09/30/2012,09/30/2012,09/30/2012 02:53:54 PM,09/30/2012 02:55:36 PM,09/30/2012 02:55:51 PM,09/30/2012 02:58:58 PM,09/30/2012 03:02:16 PM,,,Patient Declined Transport,09/30/2012 03:32:11 PM,1100 Block of GREENWICH ST,SF,94109,B01,41,1612,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,1,2,Russian Hill,"(37.8011387675013, -122.419259376232)",122740223-58
122740223,59,12090419,Medical Incident,09/30/2012,09/30/2012,09/30/2012 02:53:54 PM,09/30/2012 02:55:36 PM,09/30/2012 02:55:51 PM,09/30/2012 02:56:15 PM,,,,Other,09/30/2012 02:59:15 PM,1100 Block of GREENWICH ST,SF,94109,B01,41,1612,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,1,2,Russian Hill,"(37.8011387675013, -122.419259376232)",122740223-59
122740224,E15,12090420,Traffic Collision,09/30/2012,09/30/2012,09/30/2012 02:56:09 PM,09/30/2012 02:56:47 PM,09/30/2012 02:57:13 PM,09/30/2012 02:59:08 PM,09/30/2012 03:00:39 PM,,09/30/2012 03:38:57 PM,Other,09/30/2012 03:55:35 PM,URBANO DR/VICTORIA ST,SF,94127,B09,15,8443,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,7,West of Twin Peaks,"(37.723142680971, -122.464634223026)",122740224-E15
122740224,KM05,12090420,Traffic Collision,09/30/2012,09/30/2012,09/30/2012 02:56:09 PM,09/30/2012 02:56:47 PM,09/30/2012 02:57:13 PM,09/30/2012 02:57:46 PM,09/30/2012 03:00:50 PM,09/30/2012 03:07:05 PM,09/30/2012 03:14:53 PM,Code 3 Transport,09/30/2012 04:15:56 PM,URBANO DR/VICTORIA ST,SF,94127,B09,15,8443,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,9,7,West of Twin Peaks,"(37.723142680971, -122.464634223026)",122740224-KM05
122740226,KM09,12090421,Medical Incident,09/30/2012,09/30/2012,09/30/2012 02:58:07 PM,09/30/2012 02:58:32 PM,09/30/2012 02:59:34 PM,09/30/2012 03:00:11 PM,09/30/2012 03:13:10 PM,09/30/2012 03:27:39 PM,09/30/2012 03:51:15 PM,Code 2 Transport,09/30/2012 04:29:57 PM,2800 Block of MISSION ST,SF,94110,B06,11,5525,2,2,2,false,Non Life-threatening,1,PRIVATE,1,6,9,Mission,"(37.7514438314246, -122.41829760412)",122740226-KM09
122740227,B01,12090422,Alarms,09/30/2012,09/30/2012,09/30/2012 02:59:37 PM,09/30/2012 03:00:20 PM,09/30/2012 03:00:39 PM,09/30/2012 03:00:54 PM,09/30/2012 03:03:51 PM,,,Other,09/30/2012 03:07:00 PM,200 Block of BEACH ST,SF,94133,B01,28,1344,3,3,3,false,Alarm,1,CHIEF,3,1,3,North Beach,"(37.8076407484143, -122.413163175978)",122740227-B01
122740227,E28,12090422,Alarms,09/30/2012,09/30/2012,09/30/2012 02:59:37 PM,09/30/2012 03:00:20 PM,09/30/2012 03:00:39 PM,09/30/2012 03:01:06 PM,09/30/2012 03:02:29 PM,,,Other,09/30/2012 03:10:56 PM,200 Block of BEACH ST,SF,94133,B01,28,1344,3,3,3,true,Alarm,1,ENGINE,1,1,3,North Beach,"(37.8076407484143, -122.413163175978)",122740227-E28
122740227,T02,12090422,Alarms,09/30/2012,09/30/2012,09/30/2012 02:59:37 PM,09/30/2012 03:00:20 PM,09/30/2012 03:00:39 PM,09/30/2012 03:00:56 PM,09/30/2012 03:02:35 PM,,,Other,09/30/2012 03:10:46 PM,200 Block of BEACH ST,SF,94133,B01,28,1344,3,3,3,false,Alarm,1,TRUCK,2,1,3,North Beach,"(37.8076407484143, -122.413163175978)",122740227-T02
122740228,59,12090423,Medical Incident,09/30/2012,09/30/2012,09/30/2012 03:00:05 PM,09/30/2012 03:00:31 PM,09/30/2012 03:01:09 PM,09/30/2012 03:01:21 PM,09/30/2012 03:07:47 PM,09/30/2012 03:17:00 PM,09/30/2012 03:24:48 PM,Code 2 Transport,09/30/2012 03:36:58 PM,MASON ST/EDDY ST,SF,94102,B03,01,1366,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Tenderloin,"(37.7843492693967, -122.409309180702)",122740228-59
122740228,E01,12090423,Medical Incident,09/30/2012,09/30/2012,09/30/2012 03:00:05 PM,09/30/2012 03:00:31 PM,09/30/2012 03:01:09 PM,09/30/2012 03:01:28 PM,09/30/2012 03:04:11 PM,,,Other,09/30/2012 03:10:42 PM,MASON ST/EDDY ST,SF,94102,B03,01,1366,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Tenderloin,"(37.7843492693967, -122.409309180702)",122740228-E01
122740229,B06,12090424,Alarms,09/30/2012,09/30/2012,09/30/2012 03:00:06 PM,09/30/2012 03:02:45 PM,09/30/2012 03:03:04 PM,09/30/2012 03:03:21 PM,09/30/2012 03:06:46 PM,,,Other,09/30/2012 03:09:06 PM,1400 Block of SOUTH VAN NESS AVE,SF,94110,B06,11,5534,3,3,3,false,Alarm,1,CHIEF,2,6,9,Mission,"(37.7499674756402, -122.416100108389)",122740229-B06
122740229,E11,12090424,Alarms,09/30/2012,09/30/2012,09/30/2012 03:00:06 PM,09/30/2012 03:02:45 PM,09/30/2012 03:03:04 PM,09/30/2012 03:04:13 PM,09/30/2012 03:06:09 PM,,,Other,09/30/2012 03:16:00 PM,1400 Block of SOUTH VAN NESS AVE,SF,94110,B06,11,5534,3,3,3,true,Alarm,1,ENGINE,1,6,9,Mission,"(37.7499674756402, -122.416100108389)",122740229-E11
122740229,T11,12090424,Alarms,09/30/2012,09/30/2012,09/30/2012 03:00:06 PM,09/30/2012 03:02:45 PM,09/30/2012 03:03:04 PM,09/30/2012 03:04:28 PM,09/30/2012 03:06:54 PM,,,Other,09/30/2012 03:10:15 PM,1400 Block of SOUTH VAN NESS AVE,SF,94110,B06,11,5534,3,3,3,false,Alarm,1,TRUCK,3,6,9,Mission,"(37.7499674756402, -122.416100108389)",122740229-T11
122740230,87,12090425,Traffic Collision,09/30/2012,09/30/2012,09/30/2012 03:02:52 PM,09/30/2012 03:03:17 PM,09/30/2012 03:03:54 PM,09/30/2012 03:04:03 PM,09/30/2012 03:09:06 PM,09/30/2012 03:26:03 PM,09/30/2012 03:40:47 PM,Other,09/30/2012 04:05:02 PM,GOLDEN GATE AV/WEBSTER ST,SF,94115,B05,05,3516,3,3,3,true,Potentially Life-Threatening,1,MEDIC,4,2,5,Western Addition,"(37.7797827933333, -122.430233236395)",122740230-87
122740230,B02,12090425,Traffic Collision,09/30/2012,09/30/2012,09/30/2012 03:02:52 PM,09/30/2012 03:03:17 PM,09/30/2012 03:03:54 PM,,09/30/2012 03:06:10 PM,,,Other,09/30/2012 03:27:48 PM,GOLDEN GATE AV/WEBSTER ST,SF,94115,B05,05,3516,3,3,3,false,Potentially Life-Threatening,1,CHIEF,3,2,5,Western Addition,"(37.7797827933333, -122.430233236395)",122740230-B02
122740230,E05,12090425,Traffic Collision,09/30/2012,09/30/2012,09/30/2012 03:02:52 PM,09/30/2012 03:03:17 PM,09/30/2012 03:03:54 PM,09/30/2012 03:04:29 PM,09/30/2012 03:04:52 PM,,,Other,09/30/2012 03:26:56 PM,GOLDEN GATE AV/WEBSTER ST,SF,94115,B05,05,3516,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,5,Western Addition,"(37.7797827933333, -122.430233236395)",122740230-E05
122740230,RC2,12090425,Traffic Collision,09/30/2012,09/30/2012,09/30/2012 03:02:52 PM,09/30/2012 03:03:17 PM,09/30/2012 03:03:54 PM,09/30/2012 03:04:25 PM,,,,Other,09/30/2012 03:06:57 PM,GOLDEN GATE AV/WEBSTER ST,SF,94115,B05,05,3516,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,5,2,5,Western Addition,"(37.7797827933333, -122.430233236395)",122740230-RC2
122740230,RS1,12090425,Traffic Collision,09/30/2012,09/30/2012,09/30/2012 03:02:52 PM,09/30/2012 03:03:17 PM,09/30/2012 03:03:54 PM,09/30/2012 03:04:23 PM,,,,Other,09/30/2012 03:06:57 PM,GOLDEN GATE AV/WEBSTER ST,SF,94115,B05,05,3516,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,6,2,5,Western Addition,"(37.7797827933333, -122.430233236395)",122740230-RS1
122740230,T05,12090425,Traffic Collision,09/30/2012,09/30/2012,09/30/2012 03:02:52 PM,09/30/2012 03:03:17 PM,09/30/2012 03:03:54 PM,09/30/2012 03:04:14 PM,09/30/2012 03:05:14 PM,,,Other,09/30/2012 03:32:54 PM,GOLDEN GATE AV/WEBSTER ST,SF,94115,B05,05,3516,3,3,3,false,Potentially Life-Threatening,1,TRUCK,2,2,5,Western Addition,"(37.7797827933333, -122.430233236395)",122740230-T05
122740231,KM10,12090426,Medical Incident,09/30/2012,09/30/2012,09/30/2012 03:07:27 PM,09/30/2012 03:09:46 PM,09/30/2012 03:10:58 PM,09/30/2012 03:14:34 PM,09/30/2012 03:28:08 PM,,,Other,09/30/2012 03:59:58 PM,700 Block of GREAT HWY,SF,94121,B07,34,7316,1,1,2,false,Non Life-threatening,1,PRIVATE,1,7,1,Outer Richmond,"(37.7740193377855, -122.511346410906)",122740231-KM10
122740232,B01,12090427,Alarms,09/30/2012,09/30/2012,09/30/2012 03:11:03 PM,09/30/2012 03:11:48 PM,09/30/2012 03:12:01 PM,09/30/2012 03:12:14 PM,09/30/2012 03:16:52 PM,,,Other,09/30/2012 03:17:13 PM,400 Block of EDDY ST,SF,94102,B02,03,1545,3,3,3,false,Alarm,1,CHIEF,2,2,6,Tenderloin,"(37.7835654755497, -122.415051136249)",122740232-B01
122740232,E03,12090427,Alarms,09/30/2012,09/30/2012,09/30/2012 03:11:03 PM,09/30/2012 03:11:48 PM,09/30/2012 03:12:01 PM,09/30/2012 03:13:04 PM,09/30/2012 03:15:08 PM,,,Other,09/30/2012 03:19:34 PM,400 Block of EDDY ST,SF,94102,B02,03,1545,3,3,3,true,Alarm,1,ENGINE,1,2,6,Tenderloin,"(37.7835654755497, -122.415051136249)",122740232-E03
122740232,T01,12090427,Alarms,09/30/2012,09/30/2012,09/30/2012 03:11:03 PM,09/30/2012 03:11:48 PM,09/30/2012 03:12:01 PM,09/30/2012 03:13:41 PM,,,,Other,09/30/2012 03:17:13 PM,400 Block of EDDY ST,SF,94102,B02,03,1545,3,3,3,false,Alarm,1,TRUCK,3,2,6,Tenderloin,"(37.7835654755497, -122.415051136249)",122740232-T01
122740234,55,12090428,Medical Incident,09/30/2012,09/30/2012,09/30/2012 03:11:56 PM,09/30/2012 03:12:31 PM,09/30/2012 03:13:12 PM,09/30/2012 03:14:12 PM,09/30/2012 03:17:56 PM,,,No Merit,09/30/2012 03:29:45 PM,500 Block of JONES ST,SF,94102,B01,03,1462,3,2,2,true,Potentially Life-Threatening,1,MEDIC,2,1,6,Tenderloin,"(37.7862684417162, -122.412997235896)",122740234-55
122740234,E41,12090428,Medical Incident,09/30/2012,09/30/2012,09/30/2012 03:11:56 PM,09/30/2012 03:12:31 PM,09/30/2012 03:13:12 PM,09/30/2012 03:14:34 PM,09/30/2012 03:17:02 PM,,,Other,09/30/2012 03:21:43 PM,500 Block of JONES ST,SF,94102,B01,03,1462,3,2,2,false,Potentially Life-Threatening,1,ENGINE,1,1,6,Tenderloin,"(37.7862684417162, -122.412997235896)",122740234-E41
122740235,E40,12090429,Medical Incident,09/30/2012,09/30/2012,09/30/2012 03:13:12 PM,09/30/2012 03:15:10 PM,09/30/2012 03:15:31 PM,09/30/2012 03:16:19 PM,09/30/2012 03:18:43 PM,,,Other,09/30/2012 03:45:47 PM,1900 Block of 19TH AVE,SF,94116,B08,40,7421,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Inner Sunset,"(37.7514509771588, -122.476097322894)",122740235-E40
122740235,KM01,12090429,Medical Incident,09/30/2012,09/30/2012,09/30/2012 03:13:12 PM,09/30/2012 03:15:10 PM,09/30/2012 03:15:31 PM,09/30/2012 03:16:04 PM,09/30/2012 03:22:19 PM,09/30/2012 03:37:30 PM,09/30/2012 04:03:50 PM,Code 2 Transport,09/30/2012 04:45:06 PM,1900 Block of 19TH AVE,SF,94116,B08,40,7421,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,8,7,Inner Sunset,"(37.7514509771588, -122.476097322894)",122740235-KM01
122740236,57,12090431,Medical Incident,09/30/2012,09/30/2012,09/30/2012 03:16:26 PM,09/30/2012 03:17:16 PM,09/30/2012 03:21:37 PM,09/30/2012 03:23:28 PM,09/30/2012 03:33:03 PM,09/30/2012 04:03:16 PM,09/30/2012 04:17:40 PM,Code 2 Transport,09/30/2012 04:28:57 PM,200 Block of GEARY ST,SF,94108,B01,01,1323,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Financial District/South Beach,"(37.7875178765236, -122.407419288196)",122740236-57
122740237,83,12090430,Medical Incident,09/30/2012,09/30/2012,09/30/2012 03:13:55 PM,09/30/2012 03:17:28 PM,09/30/2012 03:17:57 PM,09/30/2012 03:18:18 PM,,,,Other,09/30/2012 03:20:52 PM,100 Block of BERTHA LN,SF,94124,B10,17,6631,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,10,10,Bayview Hunters Point,"(37.7331435009212, -122.380990356551)",122740237-83
122740237,92,12090430,Medical Incident,09/30/2012,09/30/2012,09/30/2012 03:13:55 PM,09/30/2012 03:17:28 PM,09/30/2012 03:17:57 PM,09/30/2012 03:21:15 PM,09/30/2012 03:33:01 PM,09/30/2012 03:45:39 PM,09/30/2012 03:58:36 PM,Code 2 Transport,09/30/2012 04:20:40 PM,100 Block of BERTHA LN,SF,94124,B10,17,6631,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.7331435009212, -122.380990356551)",122740237-92
122740237,E17,12090430,Medical Incident,09/30/2012,09/30/2012,09/30/2012 03:13:55 PM,09/30/2012 03:17:28 PM,09/30/2012 03:17:57 PM,09/30/2012 03:19:25 PM,,,,Other,09/30/2012 03:29:52 PM,100 Block of BERTHA LN,SF,94124,B10,17,6631,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,10,10,Bayview Hunters Point,"(37.7331435009212, -122.380990356551)",122740237-E17
122740238,T17,12090432,Citizen Assist / Service Call,09/30/2012,09/30/2012,09/30/2012 03:15:26 PM,09/30/2012 03:19:21 PM,09/30/2012 03:23:43 PM,09/30/2012 03:25:18 PM,,,,Fire,09/30/2012 03:29:54 PM,OAKDALE AV/BALDWIN CT,SF,94124,B10,17,6647,3,3,3,false,Alarm,1,TRUCK,1,10,10,Bayview Hunters Point,"(37.7294888477332, -122.381399120132)",122740238-T17
122740239,88,12090433,Medical Incident,09/30/2012,09/30/2012,09/30/2012 03:23:29 PM,09/30/2012 03:24:47 PM,09/30/2012 03:25:09 PM,09/30/2012 03:25:17 PM,09/30/2012 03:30:16 PM,09/30/2012 03:45:47 PM,09/30/2012 04:01:22 PM,Code 2 Transport,09/30/2012 04:28:20 PM,1400 Block of SOMERSET ST,SF,94134,B10,44,6265,3,3,3,false,Potentially Life-Threatening,1,MEDIC,2,9,10,Visitacion Valley,"(37.71412193463, -122.402424966987)",122740239-88
